evidence_id,source_database,source_accession,title,outcome_domain,suggested_text,suggested_p_value,final_value,final_unit,final_direction,comparison,time_point,p_value_confirmed,sample_size_confirmed,extraction_source,reviewer,review_status,reviewer_note,pdf_source_file,pdf_match_score,pdf_pages,pdf_intervention_terms,pdf_duration_terms,pdf_cfu_terms,pdf_sample_size_terms,pdf_outcome_terms,pdf_text_excerpt
PMID:30094122,PubMed,30094122,Effects of,lipid,breve B-3 slightly decreased triglyceride levels and improved HDL cholesterol from the baseline.,p<0.05,,,,,,,,detail_hint,expansion_queue,pending,,bmfh-37-067.pdf,0.652,9,Bifidobacterium breve B-3 on body fat reductions in pre-obese adults; Bifidobacterium breve B-3 has been shown to exert anti-obesity effects in high-fat diet-induced; probiotic strain B. breve B-3 has potential as a functional food ingredient to reduce bod; Bifidobacterium breve; Bifidobacterium was found to be significantly lower in obese subjects than in lean subjects; probiotic bifidobacterial strain is the best candidate to exert anti-obesity effects; Bifidobacterium spp. are known to be species- or even strain-specific; Bifidobacterium breve B-3 is one of the promising anti-obesogenic strains. We previously report,12 weeks,(2 × 10 10 CFU/day) daily for 12; units (CFU)/ day reduced bod; 10 billion CFU per capsule). The; 20 billion CFU/day for the B-3 g; required CFU during the interv,4 participants; 80 participants,body fat; microbiota; BMI; visceral fat; HDL; cholesterol; insulin; body weight; glucose; adiposity; body mass index; fat mass,"Effects of Bifidobacterium breve B-3 on body fat reductions in pre-obese adults: a randomized, double-blind, placebo-controlled trial Junichi MINAMI 1*, Noriyuki IWABUCHI 1, Miyuki TANAKA1, Koji YAMAUCHI1, Jin-zhong XIAO2, Fumiaki ABE1 and Naoki SAKANE 3 1Food Ingredients & Technology Institute, Morinaga Milk Industry Co., Ltd., 5-1-83 Higashihara, Zama-shi, Kanagawa 252-8583, Japan 2Next Generation Science Institute, Morinaga Milk Industry Co., Ltd., 5-1-83 Higashihara, Zama-shi, Kanagawa 252-8583, Japan 3Division of Preventive Medicine, Clinical Research Institute, National Hospital Organization Kyoto Medical Center, 1-1 Mukaihata-cho, Fukakusa, Fushimi-ku, Kyoto 612-8555, Japan Received January 12, 2018; Accepted April 20, 2018; Published online in J-STAGE May 8, 2018 Accumulating evidence suggests a relationship between the gut microbiota and the development of obesity, indicating th"
PMID:30094122,PubMed,30094122,Effects of,microbiome,"Effects of Accumulating evidence suggests a relationship between the gut microbiota and the development of obesity, indicating the potential of probiotics as a therapeutic approach.",p<0.05,,,,,,,,detail_hint,expansion_queue,pending,,bmfh-37-067.pdf,0.652,9,Bifidobacterium breve B-3 on body fat reductions in pre-obese adults; Bifidobacterium breve B-3 has been shown to exert anti-obesity effects in high-fat diet-induced; probiotic strain B. breve B-3 has potential as a functional food ingredient to reduce bod; Bifidobacterium breve; Bifidobacterium was found to be significantly lower in obese subjects than in lean subjects; probiotic bifidobacterial strain is the best candidate to exert anti-obesity effects; Bifidobacterium spp. are known to be species- or even strain-specific; Bifidobacterium breve B-3 is one of the promising anti-obesogenic strains. We previously report,12 weeks,(2 × 10 10 CFU/day) daily for 12; units (CFU)/ day reduced bod; 10 billion CFU per capsule). The; 20 billion CFU/day for the B-3 g; required CFU during the interv,4 participants; 80 participants,body fat; microbiota; BMI; visceral fat; HDL; cholesterol; insulin; body weight; glucose; adiposity; body mass index; fat mass,"Effects of Bifidobacterium breve B-3 on body fat reductions in pre-obese adults: a randomized, double-blind, placebo-controlled trial Junichi MINAMI 1*, Noriyuki IWABUCHI 1, Miyuki TANAKA1, Koji YAMAUCHI1, Jin-zhong XIAO2, Fumiaki ABE1 and Naoki SAKANE 3 1Food Ingredients & Technology Institute, Morinaga Milk Industry Co., Ltd., 5-1-83 Higashihara, Zama-shi, Kanagawa 252-8583, Japan 2Next Generation Science Institute, Morinaga Milk Industry Co., Ltd., 5-1-83 Higashihara, Zama-shi, Kanagawa 252-8583, Japan 3Division of Preventive Medicine, Clinical Research Institute, National Hospital Organization Kyoto Medical Center, 1-1 Mukaihata-cho, Fukakusa, Fushimi-ku, Kyoto 612-8555, Japan Received January 12, 2018; Accepted April 20, 2018; Published online in J-STAGE May 8, 2018 Accumulating evidence suggests a relationship between the gut microbiota and the development of obesity, indicating th"
EUROPEPMC:41366779,PubMed,41366779,"The effects of next generation probiotics on metabolic dysfunction-associated steatotic liver disease: a parallel, double-blind, randomized, placebo-controlled trial.",weight,"The primary endpoint was improvement in liver function.; In the probiotic group, LL001 treatment improved alanine transaminase (87.3 ± 8.2 to 71.1 ± 6.0 U/L, P = 0.01) and aspartate transaminase levels (64.9 ± 4.9 to 50.0 ± 3.5 U/L, P < 0.01), LH001 group showed body weight reduction (78.4 ± 3.0 to 77.2 ± 2.8 kg, P = 0.01), and PPKID7 reduced cholesterol levels (186.1 ± 7.0 to 178.0 ± 7.9 mmol/L, P = 0.03).",P = 0.01; P < 0.01; P = 0.03,,,,,,,110 patients; n = 85; n = 25,detail_hint,expansion_queue,pending,,,,,,,,,,
EUROPEPMC:41366779,PubMed,41366779,"The effects of next generation probiotics on metabolic dysfunction-associated steatotic liver disease: a parallel, double-blind, randomized, placebo-controlled trial.",lipid,"The primary endpoint was improvement in liver function.; In the probiotic group, LL001 treatment improved alanine transaminase (87.3 ± 8.2 to 71.1 ± 6.0 U/L, P = 0.01) and aspartate transaminase levels (64.9 ± 4.9 to 50.0 ± 3.5 U/L, P < 0.01), LH001 group showed body weight reduction (78.4 ± 3.0 to 77.2 ± 2.8 kg, P = 0.01), and PPKID7 reduced cholesterol levels (186.1 ± 7.0 to 178.0 ± 7.9 mmol/L, P = 0.03).",P = 0.01; P < 0.01; P = 0.03,,,,,,,110 patients; n = 85; n = 25,detail_hint,expansion_queue,pending,,,,,,,,,,
EUROPEPMC:41366779,PubMed,41366779,"The effects of next generation probiotics on metabolic dysfunction-associated steatotic liver disease: a parallel, double-blind, randomized, placebo-controlled trial.",microbiome,"In the pre- and post-comparison of probiotic treatment at the level of the top 20 genera, a tendency was observed to decrease the genera Haemohlius and Ruminococcus_g2 while increasing the genus Bifidobacterium.; Eight weeks of probiotics supplementation was associated with changes in the stool microbiome and improvements in the blood biochemical parameters of MASLD.; NCT04555434.",P = 0.01; P < 0.01; P = 0.03,,,,,,,110 patients; n = 85; n = 25,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:40353878,PubMed,40353878,Feasibility and Tolerability of Nabilone for the Treatment of Obesity: A Randomized Controlled Pilot Trial.,weight,"Furthermore, the endocannabinoid system is recognized as a potential target for obesity treatment and partial agonism of the cannabinoid type-1 (CB1) receptor may reduce body weight.",p < 0.001; p < 0.05,,,,,,,18 participants; 15 participants; n = 8; n = 4,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:40353878,PubMed,40353878,Feasibility and Tolerability of Nabilone for the Treatment of Obesity: A Randomized Controlled Pilot Trial.,BMI,"Using data from completers only (n = 8), we saw a significant treatment effect on body weight (p < 0.001) and BMI (p < 0.001) that appeared to be driven by greater decreases in the low-dose arm (n = 4) relative to placebo (n = 4).",p < 0.001; p < 0.05,,,,,,,18 participants; 15 participants; n = 8; n = 4,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:40353878,PubMed,40353878,Feasibility and Tolerability of Nabilone for the Treatment of Obesity: A Randomized Controlled Pilot Trial.,microbiome,"Based on the Bray-Curtis dissimilarity, the low-dose arm showed a greater change in the overall fecal microbiome composition compared with the placebo arm (p < 0.05).",p < 0.001; p < 0.05,,,,,,,18 participants; 15 participants; n = 8; n = 4,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:40828642,PubMed,40828642,Effects of a combined energy restriction and vigorous-intensity exercise intervention on the human gut microbiome: A randomised controlled trial.,weight,"KEY POINTS: Changes to the gut microbiome could contribute to metabolic improvements associated with weight loss in humans, but there have been limited attempts to address this question using robust randomised controlled trials (RCTs).",,,,,,,,n = 18; n = 12,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:40828642,PubMed,40828642,Effects of a combined energy restriction and vigorous-intensity exercise intervention on the human gut microbiome: A randomised controlled trial.,body_fat,"The intervention significantly reduced body mass (mean Δ ± SD: -2.6 ± 1.5 kg), fat mass (-1.5 ± 1.3 kg), fasted insulin (-23.5 ± 38.1 pmol/l), leptin (-10.6 ± 7.3 ng/ml) and total cholesterol (-0.70 ± 0.42 mmol/l) concentrations, and also improved insulin sensitivity (HOMA2%S (homeostatic model of assessment)).",,,,,,,,n = 18; n = 12,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:40828642,PubMed,40828642,Effects of a combined energy restriction and vigorous-intensity exercise intervention on the human gut microbiome: A randomised controlled trial.,glucose,"The intervention significantly reduced body mass (mean Δ ± SD: -2.6 ± 1.5 kg), fat mass (-1.5 ± 1.3 kg), fasted insulin (-23.5 ± 38.1 pmol/l), leptin (-10.6 ± 7.3 ng/ml) and total cholesterol (-0.70 ± 0.42 mmol/l) concentrations, and also improved insulin sensitivity (HOMA2%S (homeostatic model of assessment)).",,,,,,,,n = 18; n = 12,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:40828642,PubMed,40828642,Effects of a combined energy restriction and vigorous-intensity exercise intervention on the human gut microbiome: A randomised controlled trial.,lipid,"The intervention significantly reduced body mass (mean Δ ± SD: -2.6 ± 1.5 kg), fat mass (-1.5 ± 1.3 kg), fasted insulin (-23.5 ± 38.1 pmol/l), leptin (-10.6 ± 7.3 ng/ml) and total cholesterol (-0.70 ± 0.42 mmol/l) concentrations, and also improved insulin sensitivity (HOMA2%S (homeostatic model of assessment)).",,,,,,,,n = 18; n = 12,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:40828642,PubMed,40828642,Effects of a combined energy restriction and vigorous-intensity exercise intervention on the human gut microbiome: A randomised controlled trial.,microbiome,"Metabolic health improvements in response to exercise and energy restriction may be mediated by the gut microbiome, yet causal evidence in humans remains limited.",,,,,,,,n = 18; n = 12,detail_hint,expansion_queue,pending,,,,,,,,,,
EUROPEPMC:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",weight,Additional improvements were observed in body weight and anthropometric parameters.,p < 0.05,,,,,,,n = 50,detail_hint,expansion_queue,pending,,,,,,,,,,
EUROPEPMC:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",body_fat,"tricornutum daily (n = 50), or a placebo (n = 50).; CKDB-322 supplementation resulted in statistically significant reductions in body fat mass and body fat percentage, as measured by dual-energy X-ray absorptiometry (DEXA), compared to the placebo group (p < 0.05).",p < 0.05,,,,,,,n = 50,detail_hint,expansion_queue,pending,,,,,,,,,,
EUROPEPMC:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",lipid,"Among metabolic biomarkers, serum triglycerides and leptin levels decreased significantly in the CKDB-322 group compared to the placebo.",p < 0.05,,,,,,,n = 50,detail_hint,expansion_queue,pending,,,,,,,,,,
EUROPEPMC:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",microbiome,"Exploratory microbiome analyses indicated an increase in the relative abundance of Lactobacillus, suggesting potential modulation of the gut-adipose axis.",p < 0.05,,,,,,,n = 50,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:38498828,PubMed,38498828,Effect of,weight,"A random-effects meta-analysis was performed using the mean difference between endpoint measurements and change from baseline for body mass index, body weight, body fat mass, body fat percentage, waist circumference, waist-to-hip ratio, and visceral fat area.",p = 0.006; p = 0.02; p < 0.00001; p = 0.003,,,,,,,911 subjects,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:38498828,PubMed,38498828,Effect of,BMI,"A random-effects meta-analysis was performed using the mean difference between endpoint measurements and change from baseline for body mass index, body weight, body fat mass, body fat percentage, waist circumference, waist-to-hip ratio, and visceral fat area.",p = 0.006; p = 0.02; p < 0.00001; p = 0.003,,,,,,,911 subjects,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:38498828,PubMed,38498828,Effect of,waist,"A random-effects meta-analysis was performed using the mean difference between endpoint measurements and change from baseline for body mass index, body weight, body fat mass, body fat percentage, waist circumference, waist-to-hip ratio, and visceral fat area.",p = 0.006; p = 0.02; p < 0.00001; p = 0.003,,,,,,,911 subjects,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:38498828,PubMed,38498828,Effect of,body_fat,"A random-effects meta-analysis was performed using the mean difference between endpoint measurements and change from baseline for body mass index, body weight, body fat mass, body fat percentage, waist circumference, waist-to-hip ratio, and visceral fat area.",p = 0.006; p = 0.02; p < 0.00001; p = 0.003,,,,,,,911 subjects,detail_hint,expansion_queue,pending,,,,,,,,,,
