evidence_id,evidence_type,source_database,source_accession,source_url,doi,pmid,title,year,journal,study_design,data_field_supported,extraction_note,curator,extraction_date
EUROPEPMC:PMC12937403,literature,publisher supplementary data,PMC12937403,,,,"Multi-Species Synbiotic Supplementation After Antibiotics Promotes Recovery of Microbial Diversity and Function, and Increases Gut Barrier Integrity: A Randomized, Placebo-Controlled Trial",2026,Antibiotics (Basel),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:40987620,literature,PubMed,40987620,https://europepmc.org/article/MED/40987620,10.1016/j.orcp.2025.08.010,40987620,Can pre-/pro and synbiotics affect cardiovascular risk factors in children and adolescence with overweight and obesity? A grade-assessed systematic review and meta-analysis of randomized controlled trials.,2025,Obes Res Clin Pract,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41295329,literature,PubMed,41295329,https://europepmc.org/article/MED/41295329,10.3390/metabo15110744,41295329,Personalized Delivery of Probiotics and Prebiotics via 3D Food Printing.,2025,Metabolites,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41815495,literature,PubMed,41815495,https://europepmc.org/article/MED/41815495,10.3389/fvets.2026.1759381,41815495,The importance of prebiotics in managing colic in horses: focus on <i>Akkermansia muciniphila</i> and its anti-inflammatory potential.,2026,Front Vet Sci,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42141362,literature,PubMed,42141362,https://europepmc.org/article/MED/42141362,10.1002/oby.70224,42141362,Effect of Sevelamer and B. longum on Insulin Sensitivity in Participants With Obesity: A Randomized Clinical Trial.,2026,Obesity (Silver Spring),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41308055,literature,PubMed,41308055,https://europepmc.org/article/MED/41308055,10.1177/07067437251394369,41308055,Oral Methods of Microbiota Manipulation for Depression Symptoms: A Systematic Review: M&#233;thodes orales de manipulation du microbiote pour traiter les sympt&#244;mes de d&#233;pression : Une revue syst&#233;matique.,2025,Can J Psychiatry,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41814326,literature,PubMed,41814326,https://europepmc.org/article/MED/41814326,10.1186/s12986-026-01101-8,41814326,Effects of synbiotic supplementation on metabolic profiles in children with obesity: a randomized double-blinded placebo-controlled trial.,2026,Nutr Metab (Lond),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41120928,literature,PubMed,41120928,https://europepmc.org/article/MED/41120928,10.1186/s12866-025-04408-3,41120928,A novel synbiotic formulation prevents calcium oxalate stones by restoring gut microbiota homeostasis.,2025,BMC Microbiol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41745391,literature,PubMed,41745391,https://europepmc.org/article/MED/41745391,10.3390/jpm16020099,41745391,Probiotics as Microbiome Modulators in Male Infertility: Rethinking Dysbiosis Across the Gut-Testis Axis.,2026,J Pers Med,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41321404,literature,PubMed,41321404,https://europepmc.org/article/MED/41321404,10.1016/j.metop.2025.100419,41321404,"Probiotics, <i>prebiotics</i>, synbiotics, and FMT for glycemic control: A systematic review of clinical efficacy and mechanistic readouts in type 2 diabetes and related dysglycemia.",2025,Metabol Open,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41683196,literature,PubMed,41683196,https://europepmc.org/article/MED/41683196,10.3390/nu18030372,41683196,"Prebiotics and Gut Health: Mechanisms, Clinical Evidence, and Future Directions.",2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41880417,literature,PubMed,41880417,https://europepmc.org/article/MED/41880417,10.1590/s0004-2803.24612025-087,41880417,EXPLORING THE IMPACT OF GUT MICROBIOTA MODULATION ON COLORECTAL CANCER THERAPY: A BIBLIOMETRIC ANALYSIS OF PROBIOTIC AND PREBIOTIC INTERVENTIONS.,2026,Arq Gastroenterol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:40952551,literature,PubMed,40952551,https://europepmc.org/article/MED/40952551,10.1007/s13668-025-00698-1,40952551,Gut Health for Two: the Critical Role of Probiotics and Prebiotics in Pregnancy and Lactation.,2025,Curr Nutr Rep,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41215695,literature,PubMed,41215695,https://europepmc.org/article/MED/41215695,10.1080/20565623.2025.2583020,41215695,"Gut microbiome, stress and interventional strategies using hardy animals.",2025,Future Sci OA,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41228562,literature,PubMed,41228562,https://europepmc.org/article/MED/41228562,10.3390/nu17213491,41228562,"Dietary Interventions in Metabolic Dysfunction-Associated Steatotic Liver Disease: A Narrative Review of Evidence, Mechanisms, and Translational Challenges.",2025,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41425618,literature,PubMed,41425618,https://europepmc.org/article/MED/41425618,10.3389/fnut.2025.1670598,41425618,"Nutritional strategies in supporting immune checkpoint inhibitor, PI3K inhibitor, and tyrosine kinase inhibitor cancer therapies.",2025,Front Nutr,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41049923,literature,PubMed,41049923,https://europepmc.org/article/MED/41049923,10.7759/cureus.91470,41049923,Impact of COVID-19 on the Gut Microbiome: A Review.,2025,Cureus,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:40944126,literature,PubMed,40944126,https://europepmc.org/article/MED/40944126,10.3390/nu17172734,40944126,"Multi-Species Synbiotic Supplementation Enhances Gut Microbial Diversity, Increases Urolithin A and Butyrate Production, and Reduces Inflammation in Healthy Adults: A Randomized, Placebo-Controlled Trial.",2025,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41246285,literature,PubMed,41246285,https://europepmc.org/article/MED/41246285,10.3389/fmedt.2025.1695329,41246285,Microbiome-based therapeutics for metabolic disorders: harnessing microbial intrusions for treatment.,2025,Front Med Technol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41516240,literature,PubMed,41516240,https://europepmc.org/article/MED/41516240,10.3390/ijms27010365,41516240,From Gut Dysbiosis to Skin Inflammation in Atopic Dermatitis: Probiotics and the Gut-Skin Axis-Clinical Outcomes and Microbiome Implications.,2025,Int J Mol Sci,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41479668,literature,PubMed,41479668,https://europepmc.org/article/MED/41479668,10.3389/fnut.2025.1716791,41479668,"Postbiotics in pediatric clinical practice: position paper from Special Group of Latin American Society of Pediatric Gastroenterology, Hepatology and Nutrition (LASPGHAN).",2025,Front Nutr,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41515205,literature,PubMed,41515205,https://europepmc.org/article/MED/41515205,10.3390/nu18010089,41515205,Modulating the Gut Microbiome in Type 2 Diabetes: Nutritional and Therapeutic Strategies.,2025,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:40549339,literature,PubMed,40549339,https://europepmc.org/article/MED/40549339,10.1007/s12602-025-10613-3,40549339,Recent Insights About Probiotics Related Pharmabiotics in Pharmacology: Prevention and Management of Diseases.,2025,Probiotics Antimicrob Proteins,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:40825779,literature,PubMed,40825779,https://europepmc.org/article/MED/40825779,10.1038/s41538-025-00539-z,40825779,Synbiotic yogurt with nanoparticle entrapped rice straw hemicellulose for immediate probiotic support and prebiotic delivery.,2025,NPJ Sci Food,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41377642,literature,PubMed,41377642,https://europepmc.org/article/MED/41377642,10.17925/hi.2025.19.2.3,41377642,"Gut Microbiome and Cardiovascular Health: Mechanisms, Therapeutic Potential and Future Directions.",2025,Heart Int,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41010468,literature,PubMed,41010468,https://europepmc.org/article/MED/41010468,10.3390/nu17182942,41010468,Targeting the Gut Microbiota in Pediatric Obesity: A Paradigm Shift in Prevention and Treatment? A Comprehensive Review.,2025,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41555705,literature,PubMed,41555705,https://europepmc.org/article/MED/41555705,10.1002/mnfr.70385,41555705,Programming the Infant Gut: How Maternal and Early Life Nutrition Shape the Infant Microbiome and Long-term Health-A Narrative Review.,2026,Mol Nutr Food Res,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41178959,literature,PubMed,41178959,https://europepmc.org/article/MED/41178959,10.3389/fmicb.2025.1651965,41178959,"A comprehensive overview of the effects of probiotics, prebiotics and synbiotics on the gut-brain axis.",2025,Front Microbiol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:39944116,literature,PubMed,39944116,https://europepmc.org/article/MED/39944116,10.1017/gmb.2024.12,39944116,"The effect of probiotics, prebiotics and synbiotics on gut microbial community profile in overweight and obese Latin American and Caribbean populations: a systematic review of human trials.",2025,Gut Microbiome (Camb),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41841409,literature,PubMed,41841409,https://europepmc.org/article/MED/41841409,10.1002/smll.202514910,41841409,Bioengineered Probiotic-Prebiotic Hierarchical Microspheres With pH-Responsive Architecture Reprogram Immunometabolism in Obesity-Related Disorders.,2026,Small,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41276282,literature,PubMed,41276282,https://europepmc.org/article/MED/41276282,,41276282,Aging and the microbiome: implications for health and disease.,2026,BMB Rep,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:40764272,literature,PubMed,40764272,https://europepmc.org/article/MED/40764272,10.1080/19490976.2025.2541028,40764272,In vivo systematic analysis of microbiota-prebiotic crosstalk reveals a synbiotic that effectively ameliorates DSS-induced colitis in mice.,2025,Gut Microbes,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41798990,literature,PubMed,41798990,https://europepmc.org/article/MED/41798990,10.3389/frtra.2026.1703048,41798990,Microbiota management: a perspective for kidney transplant patients.,2026,Front Transplant,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:10.64898/2026.04.07.716956,literature,publisher supplementary data,10.64898/2026.04.07.716956,,10.64898/2026.04.07.716956,,Engineered Lactate Catabolizing Probiotics Reveal Timescale Dependent Microbiome-Host Metabolic Coupling,2026,,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41557725,literature,PubMed,41557725,https://europepmc.org/article/MED/41557725,10.1371/journal.pbio.3003617,41557725,Targeting immunometabolism in cancer through pharmacological and lifestyle interventions.,2026,PLoS Biol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41170428,literature,PubMed,41170428,https://europepmc.org/article/MED/41170428,10.3389/fmicb.2025.1697319,41170428,"Editorial: Probiotics for global health: advances, applications and challenges.",2025,Front Microbiol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41584438,literature,PubMed,41584438,https://europepmc.org/article/MED/41584438,10.1016/j.jff.2025.107114,41584438,"A synbiotic medical food improves gut barrier function, reduces immune responses, and inhibits osteoclast activity in models of postmenopausal bone loss aligned with clinical outcomes.",2025,J Funct Foods,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:40507435,literature,PubMed,40507435,https://europepmc.org/article/MED/40507435,10.3390/jcm14113673,40507435,"A Review of the Influence of Prebiotics, Probiotics, Synbiotics, and Postbiotics on the Human Gut Microbiome and Intestinal Integrity.",2025,J Clin Med,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41850442,literature,PubMed,41850442,https://europepmc.org/article/MED/41850442,10.1016/j.jsbmb.2026.106998,41850442,Targeting 7-ketocholesterol-driven metabolic dysfunction in obesity: Therapeutic potential of Bifidobacterium and dietary antioxidants.,2026,J Steroid Biochem Mol Biol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
PMID:42169316,literature,PubMed,42169316,https://pubmed.ncbi.nlm.nih.gov/42169316/,10.1016/j.foodres.2026.119354,42169316,Resveratrol and tomato pectin synergistically ameliorated metabolic disorder in high-fat-diet mice through the microbiota-gut-liver axis.,2026,"Food research international (Ottawa, Ont.)",needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42157654,literature,PubMed,42157654,https://pubmed.ncbi.nlm.nih.gov/42157654/,10.1002/mnfr.70495,42157654,"Gut Microbiota as a Mediator of Sarcopenic Obesity: Mechanisms, Modifiable Factors, and Healthcare Burden.",2026,Molecular nutrition & food research,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42139619,literature,PubMed,42139619,https://pubmed.ncbi.nlm.nih.gov/42139619/,10.36740/WLek/220666,42139619,"Clinical, endoscopic, morphological and microbiological characteristics of diverticular disease in patients with metabolic disorders.",2026,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42130741,literature,PubMed,42130741,https://pubmed.ncbi.nlm.nih.gov/42130741/,10.3389/fendo.2026.1829579,42130741,"Post-transplant diabetes mellitus after kidney transplantation: pathogenesis, risk factors, and management strategies.",2026,Frontiers in endocrinology,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42120725,literature,PubMed,42120725,https://pubmed.ncbi.nlm.nih.gov/42120725/,10.1038/s41591-026-04394-7,42120725,Pasteurized Akkermansia muciniphila Muc(T) for weight loss maintenance in people with overweight and obesity: a controlled randomized trial.,2026,Nature medicine,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42116498,literature,PubMed,42116498,https://pubmed.ncbi.nlm.nih.gov/42116498/,10.1016/j.foodres.2026.119257,42116498,Timing matters in type 2 diabetes: Early high-Fiber nutrition enhances glycemic control and reshapes gut microbiota.,2026,"Food research international (Ottawa, Ont.)",needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42105359,literature,PubMed,42105359,https://pubmed.ncbi.nlm.nih.gov/42105359/,10.1093/nutrit/nuag049,42105359,Monounsaturated Fatty Acid-Rich Foods and Gut Microbiota Composition: A Systematic Review of In Vivo Studies and Randomized Clinical Trials.,2026,Nutrition reviews,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42075780,literature,PubMed,42075780,https://pubmed.ncbi.nlm.nih.gov/42075780/,10.3390/ph19040523,42075780,Lingguizhugan Decoction Ameliorates MASLD by Modulating the Gut Microbiota and Enriching Non-12-OH Bile Acids to Activate TGR5-Mediated Thermogenesis.,2026,"Pharmaceuticals (Basel, Switzerland)",needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42067693,literature,PubMed,42067693,https://pubmed.ncbi.nlm.nih.gov/42067693/,10.1007/s13659-026-00612-4,42067693,Diversity of oligosaccharides in lipooligosaccharides of Akkermansia muciniphila and its anti-atherosclerotic activity.,2026,Natural products and bioprospecting,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42061563,literature,PubMed,42061563,https://pubmed.ncbi.nlm.nih.gov/42061563/,10.1016/j.jep.2026.121684,42061563,Oroxin A in Linggui Zhugan Decoction in the treatment of MASH by regulating cholesterol-bile acid metabolism.,2026,Journal of ethnopharmacology,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42060019,literature,PubMed,42060019,https://pubmed.ncbi.nlm.nih.gov/42060019/,10.1007/s40520-026-03403-6,42060019,Association between gut microbiota and sarcopenia in older adults: a cross-sectional analysis from the second wave of the Birjand Longitudinal Aging Study (BLAS).,2026,Aging clinical and experimental research,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42047845,literature,PubMed,42047845,https://pubmed.ncbi.nlm.nih.gov/42047845/,10.1007/s00394-026-03967-z,42047845,Metabolic and gut microbiota effects of ketogenic diet and exogenous ketone salts in a rat model of metabolic syndrome.,2026,European journal of nutrition,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42042904,literature,PubMed,42042904,https://pubmed.ncbi.nlm.nih.gov/42042904/,10.3390/metabo16040259,42042904,A Dual-Target Microbial Therapeutic Strategy for Treating Metabolic Diseases: Complementary Mechanisms and Clinical Prospects of Lactiplantibacillus plantarum and Akkermansia muciniphila.,2026,Metabolites,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42042874,literature,PubMed,42042874,https://pubmed.ncbi.nlm.nih.gov/42042874/,10.3390/metabo16040228,42042874,Weizmannia coagulans BC99 Ameliorates Obesity and Associated Inflammation by Remodeling the Gut Microbiota and Regulating Lysophosphatidylcholine and Conjugated Bile Acid Metabolism.,2026,Metabolites,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:42010766,literature,PubMed,42010766,https://pubmed.ncbi.nlm.nih.gov/42010766/,10.1080/19490976.2026.2661415,42010766,Exercise intensity as a modulator of gut microbiota and host metabolic health in obesity.,2026,Gut microbes,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41907517,literature,PubMed,41907517,https://pubmed.ncbi.nlm.nih.gov/41907517/,10.1080/29933935.2025.2605879,41907517,Obesity-associated gut microbiome influences diet-induced metabolic and cognitive outcomes in older adults.,2026,Gut microbes reports,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41895350,literature,PubMed,41895350,https://pubmed.ncbi.nlm.nih.gov/41895350/,10.1016/j.micpath.2026.108466,41895350,"Understanding gut microbiota dysbiosis as a plausible link between obstructive sleep apnea (OSA), viral infections, and lifestyle diseases.",2026,Microbial pathogenesis,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41882376,literature,PubMed,41882376,https://pubmed.ncbi.nlm.nih.gov/41882376/,10.1038/s41390-026-04877-w,41882376,Genetically mediated causal relationship between gut microbiota composition and childhood obesity.,2026,Pediatric research,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41881081,literature,PubMed,41881081,https://pubmed.ncbi.nlm.nih.gov/41881081/,10.1016/j.fitote.2026.107203,41881081,Characterized polyphenols from Prunus cerasifera alleviated HFD-induced intestinal inflammation and barrier dysfunction in obese mice by remodeling the gut microbiota and short-chain fatty acid profile.,2026,Fitoterapia,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41862452,literature,PubMed,41862452,https://pubmed.ncbi.nlm.nih.gov/41862452/,10.1038/s41467-026-70613-x,41862452,High-resolution phage-host assignment through key proteins using large language models.,2026,Nature communications,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41835385,literature,PubMed,41835385,https://pubmed.ncbi.nlm.nih.gov/41835385/,10.3389/fnut.2026.1733803,41835385,Maternal overweight/obesity and yoghurt supplementation from early pregnancy to postpartum augments infant gut microbiota.,2026,Frontiers in nutrition,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41834998,literature,PubMed,41834998,https://pubmed.ncbi.nlm.nih.gov/41834998/,10.3389/fcimb.2026.1781222,41834998,Role of oral-gut microbiota dysbiosis in regulating systemic impairment during age-related obesity: an animal study.,2026,Frontiers in cellular and infection microbiology,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41830637,literature,PubMed,41830637,https://pubmed.ncbi.nlm.nih.gov/41830637/,10.1021/acs.jafc.5c14405,41830637,3'-Hydroxypterostilbene Alleviates Obesity and Lipoprotein Metabolism Dysregulation by Reshaping Gut Microbiota in High-Fat Diet-Induced Obese Mice.,2026,Journal of agricultural and food chemistry,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41812148,literature,PubMed,41812148,https://pubmed.ncbi.nlm.nih.gov/41812148/,10.1093/nutrit/nuaf255,41812148,"Effects of Polyphenols on Gut Health and Inflammation in Overweight and Obese Populations: A Systematic Review and Meta-analysis of Dose, Duration, and Food Matrix.",2026,Nutrition reviews,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41800297,literature,PubMed,41800297,https://pubmed.ncbi.nlm.nih.gov/41800297/,10.2147/DDDT.S595588,41800297,Gut-Derived Hippuric Acid Alleviates Hepatic Lipid Metabolism via UGDH/FOXK1/CD36 Axis in Obese Mice.,2026,"Drug design, development and therapy",needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41791485,literature,PubMed,41791485,https://pubmed.ncbi.nlm.nih.gov/41791485/,10.1016/j.lfs.2026.124310,41791485,Targeting gut-microbiota-dependent choline metabolite trimethylamine N-oxide ameliorates bone health in ovariectomized mice.,2026,Life sciences,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41767236,literature,PubMed,41767236,https://pubmed.ncbi.nlm.nih.gov/41767236/,10.1155/jnme/9988966,41767236,Gut Microbiota Alterations in Hypothyroidism: A Pilot Study Revealing Increased Abundance of Specific Bacterial Genera.,2026,Journal of nutrition and metabolism,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41751341,literature,PubMed,41751341,https://pubmed.ncbi.nlm.nih.gov/41751341/,10.3390/biomedicines14020442,41751341,Strain-Dependent Effects of Dietary Cholic Acid on Liver Fibrogenesis and Gut Microbiota in TSNO and TSOD Mice.,2026,Biomedicines,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41738389,literature,PubMed,41738389,https://pubmed.ncbi.nlm.nih.gov/41738389/,10.1039/d5fo04941e,41738389,"Theaflavins ameliorate obesity through enhanced antioxidant capacity, a suppressed hepatic BCAA degradation pathway, and gut microbiota modulation.",2026,Food & function,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41697114,literature,PubMed,41697114,https://pubmed.ncbi.nlm.nih.gov/41697114/,10.23736/S2724-6507.25.04483-5,41697114,Gut microbiota and metabolic syndrome in postmenopausal women: a narrative review of mechanisms and dietary recommendations.,2026,Minerva endocrinology,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41683253,literature,PubMed,41683253,https://pubmed.ncbi.nlm.nih.gov/41683253/,10.3390/nu18030431,41683253,Proanthocyanidins Inhibit Neuroinflammation in High-Fat-Induced Obese Mice by Modulating Intestinal Flora and Their Metabolites.,2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41660421,literature,PubMed,41660421,https://pubmed.ncbi.nlm.nih.gov/41660421/,10.3389/fnut.2026.1710739,41660421,Unveiling the pathways of Xuanbai Chengqi Decoction in obese asthma: from immune modulation to microbial restoration.,2026,Frontiers in nutrition,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41657529,literature,PubMed,41657529,https://pubmed.ncbi.nlm.nih.gov/41657529/,10.1002/fsn3.71497,41657529,Association of Anti-Inflammatory Dietary Adherence With Biomarkers and Gut Microbiota Related to Colorectal Cancer Risk: A Retrospective Study.,2026,Food science & nutrition,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41654113,literature,PubMed,41654113,https://pubmed.ncbi.nlm.nih.gov/41654113/,10.1016/j.cireng.2026.800297,41654113,Impact of bariatric surgery on the gut microbiota and metabolomic profile of the enterohepatic axis in an experimental model of obesity.,2026,Cirugia espanola,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41599902,literature,PubMed,41599902,https://pubmed.ncbi.nlm.nih.gov/41599902/,10.3390/nu18020290,41599902,Personalized Nutrition Through the Gut Microbiome in Metabolic Syndrome and Related Comorbidities.,2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41599794,literature,PubMed,41599794,https://pubmed.ncbi.nlm.nih.gov/41599794/,10.3390/nu18020181,41599794,Effects of Mixed Fruits and Berries on Ameliorating Gut Microbiota and Hepatic Alterations Induced by Cafeteria Diet.,2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41598253,literature,PubMed,41598253,https://pubmed.ncbi.nlm.nih.gov/41598253/,10.3390/life16010098,41598253,"Diet, Physical Exercise, and Gut Microbiota Modulation in Metabolic Syndrome: A Narrative Review.",2026,"Life (Basel, Switzerland)",needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
PMID:41586244,literature,PubMed,41586244,https://pubmed.ncbi.nlm.nih.gov/41586244/,10.3389/fnut.2025.1714444,41586244,"The effects of a very low-energy ketogenic therapy on body composition, gut microbiota and metabolites in overweight subjects.",2025,Frontiers in nutrition,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,auto_search,2026-05-26
